1xcOQ,r3kbnr/pppqppp1/2n4p/1N1p1b2/3P4/4P1B1/PPP2PPP/R2QKBNR b KQkq - 6 7,a7a6 b5c7 d7c7 g3c7,830
2jMfO,8/8/4k3/6p1/6P1/1r3N2/6K1/8 b - - 21 71,b3b5 f3d4 e6d5 d4b5,830
2vEES,1k4r1/1qN2pbp/p2P4/1p2p3/PP6/4Q1Pb/5P1P/2R2RK1 w - - 3 27,f1d1 b7g2,830
03ekK,rnb1r1k1/pp1p1ppp/1qp5/2b3B1/8/3B1N2/PPP2PPP/R2QR1K1 b - - 3 12,e8e1 d1e1 c5f2 e1f2 b6f2 g1f2,831
0Gwen,8/2r2kp1/4p1pp/4P3/8/3RB2P/2r1nPP1/3R3K b - - 2 35,e2c3 d3d7 c7d7 d1d7,831
0JNiu,r1bqr1k1/ppppbppp/8/1B4Bn/3Q4/2P1R3/PP1N1PPP/4R1K1 b - - 10 13,e7g5 e3e8 d8e8 e1e8,831
15A5S,6rk/3R1p1p/1r6/1p1P4/4B3/P7/1P3P1K/2R5 w - - 7 31,d7f7 b6h6,831
1HB4K,2r5/3R4/p3R1p1/6Np/5PkP/8/r7/6K1 w - - 8 45,d7f7 c8c1 e6e1 c1e1,831
1UYXs,8/4Q3/3p2rk/3Pp2p/P4q2/5P1P/5n1P/5R1K w - - 1 33,f1f2 f4c1 f2f1 c1f1,831
1aX0P,6k1/5pp1/3p1n1p/1NnPrN2/6P1/2P4P/P7/R6K b - - 0 40,e5d5 f5e7 g8f8 e7d5,831
1mag8,5bk1/Q6p/4p1p1/P2p4/5p2/4PP1P/5KP1/2r5 w - - 0 31,e3f4 f8c5 a7c5 c1c5,831
2U6KJ,5rk1/p1Q4R/1p1p4/6B1/3b2nP/8/P5P1/6K1 w - - 5 40,g1h1 f8f1,831
2ZmRH,8/8/8/8/2K5/5k1p/7P/8 w - - 1 56,c4d5 f3g2 d5e4 g2h2 e4f3 h2g1,831
00ogc,1r4k1/5p2/4p1pp/3p4/3P4/q1P3P1/PrRQRP1P/6K1 b - - 11 27,a3a2 c2b2 b8b2 d2b2,832
0cDlf,4r3/pp4p1/2n3k1/6Pp/4p2P/2P1B3/PP4K1/3R4 b - - 0 33,b7b6 d1d6 g6f5 d6c6,832
0fpT0,5bk1/p1B2p1p/5q2/6p1/3p2b1/3P1BP1/r4P1P/1R1Q2K1 w - - 2 29,f3g4 f6f2 g1h1 f2h2,832
0nSDR,6k1/1p4Bp/p3pPp1/1b2q3/2rp4/1P5P/P5P1/5R1K b - - 1 36,c4c2 f6f7 g8g7 f7f8q,832
0w1F6,5r1k/pp4pp/2p4q/8/6Q1/1P4K1/P5R1/8 b - - 5 41,f8f6 g4c8 f6f8 c8f8,832
1C06U,8/p5p1/3r2p1/kpK2p2/5P2/2P2P2/8/4R3 b - - 1 38,d6d3 e1a1,832
1IQ7h,1r6/2p1q2k/3p3p/p2BbppN/Pr2p3/4P1Q1/6PP/1R3RK1 w - - 2 30,g3f2 b4b1 f2f5 h7h8 f1b1 b8b1,832
1NgdI,8/7k/1N4pp/pPp2p2/P2b4/1b1Pq1PP/6BK/3Q4 w - - 0 33,d1f3 e3g1,832
1WzYi,3r2k1/1p3p1p/p5p1/1q6/4Nn1P/P4P2/1PQ5/6RK b - - 8 34,b5h5 e4f6 g8g7 f6h5,832
1a0gA,5k2/R7/5K1p/6p1/8/5P1P/8/5r2 b - - 0 53,f1b1 a7a8 b1b8 a8b8,832
0DFTF,r1b1Q2k/1pp3pB/p1nq3r/3pp3/8/2P1PN2/PP3PPP/R4RK1 b - - 3 19,h8h7 f3g5,833
0Wyw5,r1bk3r/1p5p/p1p2np1/2N1p3/8/P2P4/BPP2KPP/4R2R w - - 3 19,e1e5 f6g4 f2g3 g4e5,833
0ejq7,7r/ppp2rk1/8/3q3p/6bR/2Q3P1/1K4P1/4R3 b - - 1 33,g7f8 c3h8,833
0lBVB,r3k3/pp3pp1/1qp1B3/3pn1B1/3nr3/2PQ4/P4P2/R2K3R b q - 0 20,e5d3 h1h8,833
0wgkp,r2qk2N/ppp1bB1p/2n2n2/5b2/3PpB2/8/PPP3PP/RN4K1 b - - 1 15,e8f8 f4h6,833
1AN3V,2B2nk1/p7/1p2p1q1/P2p1p2/1P1P4/4PKQ1/5P1p/8 w - - 0 33,g3h2 g6g4,833
1RaqQ,6k1/5pp1/2p5/p1n1q1p1/P1PpPn2/2bP1Q1P/R5B1/3R2K1 w - - 0 33,f3g3 f4e2 a2e2 e5g3,833
23LzI,1r1q1r1k/1n3ppn/1p1p3p/pPpBpNb1/P3P2P/2PP2Q1/5PP1/R1B1R1K1 b - - 0 20,g5c1 g3g7,833
2BGHa,1k2r3/p1p1rp1p/2Qb4/6pn/3p4/5N1P/PPP2PPB/R5K1 w - - 0 20,f3d4 e7e1 a1e1 e8e1,833
2i0Ia,8/7p/R5p1/2k2p2/P2b1B1P/6P1/r5K1/8 w - - 7 48,g2f3 a2f2,833
07Ecg,r5k1/1R3pp1/4pn1p/3n4/2pP4/2P2N1P/2QB1PPK/q7 b - - 4 27,a8a2 b7b8 f6e8 b8e8,834
0Rp7M,r5k1/5p1p/pq1p2p1/3Pr1B1/1p2n3/3R2QP/PPP3PK/5R2 w - - 5 26,g5e3 e4g3 e3b6 g3f1,834
0gJPT,8/8/2k5/1R6/1K6/8/8/2r5 w - - 10 76,b4a5 c1a1 a5b4 a1b1,834
1HUGw,5rk1/1b3pp1/6r1/pp2Q3/3R4/1BPP1q2/P6P/5R1K w - - 0 26,f1f3 b7f3,834
1cAqH,r6k/3nB2P/p7/2pPp3/2QbN3/8/PP4q1/K3R2R w - - 5 38,e4f6 g2b2,834
2IMlf,r7/P7/P7/5kPK/R7/8/5P2/8 w - - 1 53,g5g6 a8h8,834
2LDtz,6k1/4Q3/2P1p1pp/3pN3/3P1q2/8/5BPP/6K1 w - - 1 38,c6c7 f4c1 f2e1 c1e1,834
2idlQ,3r1k2/p4p1p/4pPp1/4P3/1Q1P1q2/8/P6P/7K b - - 11 47,f8e8 b4e7,834
3V4Os,r7/8/6p1/1B5p/P4k2/6PP/P6K/8 b - - 0 44,f4f3 b5c6 f3f2 c6a8,834
3Wx3y,r3k2r/pp1q3p/4R1p1/1N1p1n2/8/8/PP3PPP/R2Q2K1 b kq - 0 18,d7e6 b5c7 e8f7 c7e6,834
0ary2,5r1k/2pr2p1/7p/2qp4/6Q1/8/PP3PPP/3R2K1 w - - 0 26,g4d7 c5f2 g1h1 f2f1 d1f1 f8f1,835
15nUl,r3kb1r/1p3ppp/1q2p3/p2pPnB1/3N4/1P1Q4/P2N1PPP/1R3RK1 b kq - 0 14,b6d4 d3b5,835
1Mscw,3r4/5N2/8/3P1k2/Pp2pp2/1P4b1/3R2K1/8 b - - 3 53,d8g8 f7h6 f5e5 h6g8,835
1jqhm,r1b2rk1/pp3ppp/4p3/b2pP1q1/3N1n2/P7/1PBN1PPP/R1BQR1K1 w - - 1 14,d4f3 g5g2,835
1v7us,8/pk3R2/1r6/2p1B3/2Kp4/2n4r/8/5R2 b - - 7 39,b7a6 f1a1 c3a2 a1a2 h3a3 a2a3,835
29vGX,8/3k4/2p4P/3pP1Rr/pP1P4/1b6/3B2K1/8 b - - 6 53,h5h6 g5g7 d7e6 d2h6,835
2GPel,3N2k1/2r3p1/p2pbpQB/q3p3/3bP2P/3P4/PP4R1/1K6 w - - 3 31,d8e6 a5e1 h6c1 e1c1,835
2N1hb,5r2/2kn2Q1/p2b3p/2pB4/3p1q2/3P4/5PPP/R4RK1 w - - 11 27,a1a6 f4h2,835
2NBXG,6k1/pp2r1p1/8/5p2/7P/P2p2QK/1P4R1/5q2 b - - 11 40,e7e2 g3g7,835
2f2lW,3k2nr/3r4/Q2pppq1/3p4/1P1P4/P3P1pp/5P1N/2R2RK1 w - - 0 27,f2g3 g6g3 g1h1 g3g2,835
0EaNA,8/8/p7/7p/2R2p1k/2P2Kr1/P1P3P1/8 w - - 1 52,f3f4 g3g4 f4f3 g4c4,836
0I0Gh,r1bq1rk1/pp3p1p/4pnp1/6N1/2ppN1nQ/6P1/PP2PPBP/R4RK1 b - - 5 14,f6e4 h4h7,836
0nfGf,r1b1kb1r/pp2pppp/1np5/q1Pp4/3PnB2/2N1P3/PP2NPPP/R2QKB1R b KQkq - 0 8,b6a4 d1a4 a5a4 c3a4,836
12sP3,r3k1nr/pbppqp2/1p2p1pp/3P4/1n2P3/P1bBBN2/1PPQ1PPP/2KR3R w kq - 0 11,d2c3 b4a2 c1b1 a2c3,836
1KZvz,8/pR6/8/4pk1p/6pP/1K4P1/PP3P1r/8 b - - 0 45,h2f2 b7f7 f5e6 f7f2,836
1dWox,rnb1kb1r/ppp2ppp/8/4N1q1/2B2n2/8/PPPP1PPP/RNBQ1RK1 w kq - 3 7,e5f7 g5g2,836
1xkSU,8/4R2p/3p4/3kn3/8/7K/8/8 w - - 0 59,h3h4 e5g6 h4g3 g6e7,836
271hR,r4rk1/1b1n1ppp/p1q1p3/1pb5/4N3/P3P3/BPQ2PPP/R1BR2K1 w - - 2 17,f2f3 c5e3 c1e3 c6c2,836
2ik5Y,1r6/p4kpp/2N1pp2/3n3P/5P2/8/6P1/4R1K1 b - - 1 32,b8b7 c6d8 f7e7 d8b7,836
2zNTB,3q1rk1/2rn1pp1/1p5p/p2n4/P1pP4/2R1PN1P/2Q2PP1/1B3RK1 b - - 3 24,d5c3 c2h7,836
09dhO,5rk1/1Q5p/p1p3p1/P1PpB3/1P1P2P1/8/5PKP/2q5 b - - 0 40,c1d2 b7g7,837
0NryT,2k1r2r/ppqn1pp1/2p5/8/6Q1/1PNB4/PBPP1PP1/R4RbK w - - 3 18,h1g1 c7h2,837
0Wx2z,8/8/5k2/1R4p1/P4p2/5P1K/6P1/r7 w - - 8 43,a4a5 a1h1 h3g4 h1h4,837
0qEHc,8/5p2/3p4/2nP1PPp/1kP5/1P6/4K3/8 b - - 0 42,b4b3 g5g6 f7g6 f5g6 b3c4 g6g7,837
1IUzo,8/8/2R5/6pk/3R1b1p/1P1K1P2/r7/8 w - - 2 57,d4d8 a2d2 d3e4 d2d8,837
1cqZp,4r2k/6p1/7p/5r2/4N3/2P3P1/2Q3P1/6K1 w - - 15 48,e4d6 e8e1 g1h2 f5h5,837
2buqr,3q1rn1/4r1kp/pp3np1/2pp1pN1/3P4/2PB4/PP3PPP/R2QR1K1 b - - 4 21,e7e1 d1e1 f8e8 g5e6 e8e6 e1e6,837
2qAq5,r1b3k1/pp4pp/2p1p3/3pP1N1/2PP4/1P6/qB3Q1K/8 b - - 1 31,a2b3 f2f7 g8h8 f7e8,837
3G9pt,8/8/p7/1p2n3/1Pkp4/P6P/2NK4/8 w - - 3 46,h3h4 e5f3 d2c1 f3h4,837
3Yot6,5r1k/p4ppp/1r5q/1nQ5/8/B1PP2P1/P2P3P/2K1R2R b - - 2 23,b5a3 c5f8,837
0kMD8,r1bqkbnr/pp1np1pp/2pp1p2/8/2PP1B2/2N1P3/PP3PPP/R2QKBNR b KQkq - 0 5,g7g5 d1h5,838
0zupH,8/p5kp/6p1/3p4/3N4/P4R2/1Pq2PKP/8 b - - 1 33,c2b2 d4e6 g7h8 f3f8,838
1SwpQ,6k1/b4pp1/2Q4p/8/P4PNq/2P2R1P/3r4/1R2r2K w - - 2 29,b1e1 h4e1 f3f1 e1f1,838
1Wdmy,3rrk2/2q2pp1/3b2p1/p1p1p3/5P2/P3B1QP/1PPR2P1/5RK1 w - - 0 25,f1d1 e5f4 e3f4 d6f4 g3f4 c7f4,838
1iB4z,8/8/1p1r2p1/7p/k2pR3/3K2P1/5P1P/8 w - - 0 45,e4d4 d6d4 d3d4 b6b5,838
1jQue,r4rk1/4qppp/2n1b3/p2p4/1ppPn3/2P2NN1/PPQ2PPP/RB2R1K1 b - - 1 16,e4g3 c2h7,838
1qQ3a,8/8/2R4p/3p1ppk/8/5P1P/6P1/q3BK2 b - - 0 41,a1b2 g2g4 f5g4 f3g4,838
1vSSj,8/p3Q1nk/4P1pp/2p1Pq2/2P2P2/6PP/7K/2B5 w - - 3 38,e7f7 f5c2 h2g1 c2c1,838
2Q6a9,5r2/1R6/p1n3bp/3k4/1P3P2/6P1/P1PN4/2K5 b - - 0 34,c6d4 b7d7 d5c6 d7d4,838
2syvJ,r2q1rk1/5p1p/pb1p1p2/1p1bp2N/1P2P1Q1/8/1PP2PPP/R4RK1 b - - 1 19,g8h8 g4g7,838
06Srr,8/R3Np2/p5p1/7p/1P5P/5k2/r7/5K2 w - - 20 53,e7d5 a2a1,839
0HMN8,6k1/5qp1/pp2b2p/3p4/3Pp3/2P2rPP/PP2QNK1/5R2 b - - 10 35,e4e3 e2f3 f7f3 g2f3,839
0Lg0h,8/7p/1p2kp2/p1p1n1p1/P2rPp2/1P1B1P1P/2P2KP1/3R4 b - - 2 30,c5c4 d3c4 d4c4 b3c4,839
0bdma,k7/pp2r1p1/3Q4/1q2rP2/2p1p3/P3R2P/1P6/1K2R3 b - - 1 37,b5c6 d6d8 c6c8 d8c8,839
12K0W,6k1/R7/5K2/1pr1P3/4n1bP/6P1/P7/R7 w - - 3 40,f6g6 c5c6 e5e6 c6e6,839
167er,r3kbnr/pp1b3p/1q2p1p1/3pPp2/3n1P2/P2B3P/1P1NN1P1/R1BQ1RK1 w kq - 0 13,e2d4 b6d4 g1h2 d4d3,839
1OAvz,7k/p2Q4/1p2p1pp/8/4KN2/5P2/P6P/4q3 w - - 4 39,e4d3 e1d1 d3e3 d1d7,839
1ShXH,3r3k/3q1BrQ/p2p1pP1/1pp5/4P1P1/P2P3R/1PP4P/6K1 b - - 0 26,g7h7 h3h7,839
1eyX6,5r1k/6p1/6bp/pp2pn2/8/5P2/BPP3K1/3R3R w - - 0 38,a2d5 f5e3 g2f2 e3d1,839
293ZY,5r2/p4pk1/1p3np1/2p4P/2q1PQP1/5PK1/PPPr4/R6R b - - 4 22,c4e2 h5h6 g7h7 f4f6,839
03NmB,2r3rk/Qp1q3p/5n2/3pnp2/4pN2/PNP4P/1P3PP1/3R1RK1 w - - 5 24,a7d4 e5f3 g1h1 f3d4,840
0FGo8,r4rk1/1p6/3pbq1p/6pP/3QP1P1/pP1B4/P1P5/1K1R3R w - - 2 26,d4d6 f6b2,840
0GJFw,6k1/5p1p/3B2p1/4P1n1/8/4Q1Pq/5P1P/2r3KR w - - 0 33,e3c1 g5f3,840
0QCy3,2k4r/1pp3pp/pqP1b3/6P1/Q1B1p3/1KN5/PP1r4/R5NR w - - 5 21,b3a3 b6b2,840
0RvQd,r4r1k/pb4b1/1pn3Qp/2p2Bq1/3P3p/2P1P3/PP1N2PB/R4RK1 b - - 3 22,c5d4 g6h7,840
0RwoN,8/1r4k1/R5P1/5K2/8/8/8/8 w - - 7 77,a6f6 b7b5 f5e6 b5b6,840
0aZnb,7k/1bp3p1/p3Q2p/1p6/6rN/1P3q2/2P4P/4R2K w - - 2 32,h4f3 b7f3,840
20N2c,2r3k1/p4ppp/4p3/q3Q3/3P4/1Prn3P/PR3PP1/1K1R4 w - - 9 32,e5a5 c3c1 d1c1 c8c1,840
28sT8,4r2k/1b3Rbp/2q2Bp1/1pp5/8/7Q/1PP2PPP/R5K1 b - - 3 29,g7f6 h3h7,840
2AjlB,8/2KR4/7r/4k3/8/8/8/8 b - - 31 98,e5e6 d7d6 e6e5 d6h6,840
02QW9,4nk2/Q5p1/1p4qp/3p4/3P4/2P2bP1/PP3P1P/4R1K1 w - - 3 33,e1e3 g6b1 e3e1 b1e1,841
0KLEh,1r4k1/4pp2/p4np1/8/6P1/2qP3P/P1PQR3/1K1R4 w - - 1 31,b1c1 c3a1,841
0asd1,4Q3/7k/p7/1p6/2pPb3/2P4q/P3p1P1/4R2K w - - 0 41,h1g1 h3g2,841
1BvTD,2r2rk1/1pp3pp/4p3/1Pnq1p2/3P3n/3QP3/1B3PPP/2RB1RK1 w - - 3 22,d3a3 d5g2,841
1Es6n,3r2k1/pp3p2/6p1/3PR3/8/1P3b2/PB4pP/6K1 b - - 0 33,d8d5 e5e8 g8h7 e8h8,841
1UzvA,2b1k1r1/1p3p2/4p3/8/P2Qp3/1P2P2P/3B1R1p/1q5K w - - 6 39,h1h2 b1g1,841
1aNc9,4r1k1/ppp1qpp1/3b3p/3b3Q/3P4/2N4P/PPP2PP1/R5K1 w - - 0 24,c3d5 e7e1 a1e1 e8e1,841
20iAR,r5k1/pp3p2/2bp2Q1/4q2p/2B5/8/PP4P1/R6K b - - 0 22,g8f8 g6f7,841
2Oriq,1k1r3r/1pp2pp1/p2b1n2/4qN1p/Q1P3n1/2N1P2P/PP3PP1/R1B2RK1 w - - 2 15,f5d6 e5h2,841
2VzxN,2r3k1/pb6/1p1b1p1B/3p1p2/2P3q1/3B3Q/P4PPP/3R2K1 w - - 2 30,d3f5 g4d1,841
041LR,3r2rk/p5pp/Bp6/3b1p2/P2qp2P/6P1/3N1PK1/2RQR3 b - - 1 27,d4d2 d1d2 e4e3 d2d5,842
05q11,6k1/b4pp1/1qp4p/8/1PQ5/P5NP/5PP1/6K1 w - - 0 33,c4d3 b6f2 g1h2 f2g1,842
1Lq06,3r2k1/1qb2p2/1p4rp/2pb1Q2/8/1PB1P1P1/P6P/1R3RK1 b - - 0 33,d5e4 f5f7,842
1RF9k,4r1k1/2q2ppp/p3r1n1/3R4/8/1PN2Q1P/P4PP1/3R2K1 w - - 4 27,c3a4 e6e1 d1e1 e8e1,842
1mbU6,8/8/2p3p1/2Pk3p/R1n5/2P1KP1P/6P1/8 w - - 3 52,e3d3 c4b2 d3e3 b2a4,842
1s921,2r2rk1/1b1p1ppB/pP2pn2/6q1/3B4/2P4R/P1Q2PPP/5RK1 b - - 0 22,f6h7 c2h7,842
28pIK,6r1/p5rk/1pp4p/5p2/PP1PpPq1/2N1Q3/5R1P/4R2K w - - 1 36,e1f1 g4g1 f1g1 g7g1,842
2L9za,r1b2r2/p4pkp/1qp1pN2/2b5/3P4/5N1P/PP1Q1PP1/5RK1 b - - 0 18,g7f6 d2g5,842
315JF,8/5p2/3kp1p1/bP2N1P1/2K2P1p/7r/8/2R5 b - - 1 41,d6e7 e5c6 e7f8 c6a5,842
37iLk,8/r3k1pp/2bNp3/P1P2p2/4p3/4P1PP/8/R5K1 b - - 2 44,g7g5 d6c8 e7d8 c8a7,842
0ov9d,r2q1rk1/1b1p1p1n/p1n1p2Q/1pp3P1/4P3/P1NP4/BPP2PP1/R3K2R b KQ - 0 14,d8g5 h6h7,843
10EGU,5K2/5RP1/1p2k3/2pp4/r7/8/8/8 w - - 0 60,g7g8q a4a8 f8g7 a8g8,843
11edK,rnbq1r2/pp4p1/5p1k/2ppP1NP/5P2/3Q4/PPP3P1/R3K2R b KQ - 2 16,f6g5 d3g6,843
1AMTJ,2krn3/QNp2pp1/1pP5/1P1p4/3Pp2q/P1N1P1p1/4BP2/R6K w - - 1 27,h1g1 h4h2 g1f1 h2f2,843
1SW3Z,3qr2k/p6p/1p3R1Q/4pp2/P7/3r3P/5PP1/5RK1 b - - 1 32,d8d7 f6f8 e8f8 h6f8,843
1uaSJ,6k1/1b3p2/2pqr1p1/1p5Q/p1n5/P1B2P2/1P5P/6RK b - - 0 50,c6c5 h5h8,843
24Vkq,6kr/6p1/pR2ppp1/2rp4/6P1/4PP1P/PP6/4K2R w K - 0 29,b6a6 c5c1 e1d2 c1h1 a6a8 g8h7,843
2EaQh,8/7R/3k2n1/5pp1/8/1B5K/P4P1P/6r1 w - - 11 42,h7h6 g5g4,843
2q2AI,6k1/1p2b1p1/p1p2pq1/4P2R/3rn3/2N4P/PPP1QBP1/7K w - - 0 26,f2d4 e4g3 h1h2 g3e2,843
44kgb,B5k1/p4ppp/1p6/1Pp5/P1Pp1P2/N2q2Pb/7P/4R2K b - - 1 26,h7h5 e1e8 g8h7 a8e4 d3e4 e8e4,843
0G9zC,r2q1r1k/pp2b1pp/2p1Q3/4P3/5p2/3R2B1/PP3PPP/3R2K1 b - - 0 22,f4g3 d3d8 g3f2 g1f1,844
0RDzu,kr6/pp3R2/1N6/8/1Q1Pq3/P1P5/KP4rP/8 b - - 5 34,a7b6 b4a4,844
0viLI,6rk/5p1p/3p1PPQ/1p1P4/1P4r1/7R/1q5K/5R2 w - - 1 40,h2h1 b2g2,844
0xwXT,2R5/2p3pk/1p1b4/p1r3PP/6K1/8/8/8 b - - 2 44,a5a4 g5g6 h7h6 c8h8,844
1Uql0,1r1r4/2pR2pp/p3p3/1n2P1Bk/7P/3B1P2/1P1K2P1/7R b - - 0 27,d8d7 g2g4,844
1WX1j,7k/p1r4p/1p6/2bPPpq1/8/1QP1n3/P3B1PP/R3BR1K w - - 2 27,e1d2 g5g2,844
1n4zn,3r1rk1/1b3p2/p6p/3p4/1P1R1b1P/P4P2/1BP3K1/R7 b - - 1 31,f4e5 d4g4 g8h7 b2e5,844
23ApG,1r2r1k1/5Q1p/6P1/8/8/1pq5/P1P3P1/1K5R b - - 0 27,g8h8 h1h7,844
26rRG,4R3/2r2pp1/1p5p/1Rn2k2/2P4P/2K2PP1/8/8 w - - 0 37,b5b6 c5a4 c3b3 a4b6,844
26vHy,8/8/8/K1Pk1p2/Pn6/8/3B4/8 b - - 0 62,d5c5 d2b4 c5c6 a5a6,844
00Y1c,5rk1/Q4p2/5p1p/2q5/8/8/P1r2PPP/3RR1K1 w - - 4 23,a7d7 c5f2 g1h1 f2g2,845
0GJcw,3Q4/p1p3pp/4R3/3P4/6k1/8/2P2q1P/7K w - - 0 34,e6e5 f2f1,845
0fVPS,3q1rk1/Q3b1pp/3pp3/8/1p1B4/5P1P/P1r3P1/R2R2K1 b - - 0 20,e7h4 a7g7,845
0hyi8,6r1/ppp4k/7p/8/6q1/3R4/PQ3PPB/5RK1 w - - 1 28,f1d1 g4g2,845
10I1S,1k1rr3/1ppq2b1/p2p3p/3P2p1/4p3/4QP2/PP3BPP/R2R2K1 b - - 0 20,e4f3 e3a7 b8c8 a7a8,845
17B1A,8/1p3ppk/4p2p/R7/P2PbqP1/1PQ4P/5P2/6K1 w - - 1 39,c3g3 f4c1 g1h2 c1h1,845
1jMvT,rn1q2kr/ppp1p1bp/5np1/4N3/5Pb1/1QP5/PP1P2PP/RNB1K2R b KQ - 2 9,g8f8 b3f7,845
1vD3k,r1bq1rk1/1p4pp/p1n1pb2/3p2N1/3P1P2/P1NBQ1P1/1P5P/R4RK1 w - - 0 18,g5h7 f6d4 e3d4 c6d4,845
2bavZ,4r2k/1Q4pp/2p1r3/2P1p3/1P1p1P2/n3PB1q/4KP1P/6RR b - - 0 30,e5f4 b7g7,845
2sYGD,5r1k/q2n2pn/3P1p1p/1p1B1N2/5NPP/1P6/1P6/5R1K b - - 0 30,g7g5 f4g6,845
09PXh,4rrk1/pp3p2/3p2Rp/2pP1Q2/2B2P1b/2B1q2P/PPP5/5R1K b - - 0 25,f7g6 f5g6,846
0VFPX,8/7r/2p5/3k4/P3p3/1R2K3/P1P2P2/8 w - - 1 41,b3a3 h7h3 e3d2 h3a3,846
0o2Fe,6rk/p3Q1pp/5nq1/2P5/4N3/6P1/PPP2r1P/1K1RR3 w - - 7 27,e4f6 g6c2 b1a1 c2b2,846
0thgo,3r4/3rk1pp/1p1bp3/p3B3/8/P7/1P1R1PPP/3R2K1 w - - 1 23,e5g7 d6h2 g1h2 d7d2 d1d2 d8d2,846
12zyK,1r1q1rk1/1p2npp1/4bb1p/p1pp4/P2P4/2N1PNP1/1PQ1KPP1/1BR4R b - - 1 18,c5d4 c2h7,846
1w79U,3rq3/1pp3k1/p3r1p1/7p/3n1P1P/PQB1P1P1/5K2/R6R b - - 1 27,e6e3 c3d4 d8d4 b3e3 e8e3 f2e3,846
1weH9,2q3k1/p4ppp/b1P5/3N4/4Q3/8/PB1r1bPP/R6K b - - 1 26,d2b2 d5e7 g8f8 e7c8,846
1y5x8,1R4k1/5pp1/6p1/b5P1/2r2P2/r5P1/P5K1/5R2 b - - 1 41,g8h7 f1h1,846
20e8A,3k4/pppq1pp1/3bb3/4n3/6P1/2NP3r/PPPQNPB1/R3K3 w Q - 0 16,g2h3 e5f3 e1d1 f3d2,846
23OzK,2r3k1/1p1b1n1p/p3p1pP/3p4/5PN1/PPqBQ3/5P2/3R2K1 b - - 1 27,e6e5 g4f6 g8h8 f6d7,846
0gEIW,1Q6/8/5p2/1pPqkp1p/1P2b2P/p1P3P1/P4P2/2K5 b - - 10 48,e5e6 b8e8,847
0lMW0,8/6p1/5p1k/5K2/4PP2/3R4/5r2/8 b - - 0 47,f2g2 d3h3,847
1VClT,2k3r1/ppp2p1p/2nb1n2/8/3P1B2/2PB1b2/PP4rP/RN1Q3K w - - 0 19,d1f3 g2g1,847
1yqxY,8/8/2p5/3b4/8/kpK2p2/8/5R2 b - - 17 81,c6c5 f1a1,847
2ogD7,r2qrk1Q/pbpn2p1/3pp1P1/5p2/3P1P2/2PB4/PP3PP1/R3K2R b KQ - 2 18,f8e7 h8g7,847
33E8l,6R1/5p2/8/1p5k/1P3P2/P1K3Pp/7r/8 w - - 4 53,g8h8 h5g4 h8g8 g4f3,847
34Z6L,1Q3r1k/pp4pp/2p3n1/1q5b/8/2P2P2/PP4PP/3R1R1K w - - 2 25,d1d8 b5f1,847
3Ffur,3r2k1/3q1p1p/3b2p1/3Np3/8/1R2PNPP/2P2PQK/r7 b - - 3 31,e5e4 d5f6 g8g7 f6d7 e4f3 g2f3,847
3GFvC,2r2kr1/pp1n2p1/1q3nQN/3Pp2P/5B2/b7/PP1R1PP1/1K5R b - - 0 22,e5f4 g6f7,847
3RPgy,4r2k/pp3R1p/2p5/4q3/6Q1/1P2P2P/P6b/7K b - - 5 30,e5e3 g4g7,847
06JL4,r3k2r/ppp2ppp/2n5/8/2P2pq1/2NPnN2/PP2B3/R1Q1R2K w kq - 0 16,f3h2 g4g2,848
0A72Q,4rrk1/p4p2/1b2b2p/6q1/4BRp1/2PP3P/PP1NQ1P1/5R1K w - - 1 25,h3g4 g5h4,848
0jZPY,4rrk1/pp4p1/6Qp/3p1p2/4q3/6B1/PP3PPP/3R1RK1 w - - 3 24,f1e1 e4e1 d1e1 e8e1,848
0nqK7,3r4/1p6/p4p2/q1Pp1k2/1R1PbBp1/P5Pp/1Q3P1P/2K5 w - - 7 48,b4b7 a5e1,848
1NdKC,2k2r2/pp1RR3/6p1/4P2p/8/8/Pr4PP/6K1 w - - 5 26,e5e6 b2b1 d7d1 b1d1,848
1is3U,r1b2rkn/pp2bp1p/2p3pP/2B5/2N1N3/6P1/P1P1PPB1/5RK1 b - - 2 21,e7c5 e4f6,848
2Ph7h,1k3b2/1p1qn3/1PrN3p/4p1p1/8/3Q1P2/5BPP/3R2K1 b - - 2 38,c6d6 d3d6 d7d6 d1d6,848
2T8yU,8/2q3p1/2pb2k1/1p1p3p/1P1P1PP1/4PK2/3B4/1Q6 b - - 1 30,g6h6 g4g5,848
2tmcY,1k1r4/pP3Rpp/4p3/r7/8/2bNP2P/P3K1P1/R7 w - - 5 27,a1c1 a5a2 e2f3 d8d3,848
2v4Zc,8/8/8/8/4pp2/1R5P/r2k2P1/5K2 w - - 11 56,b3b4 a2a1 f1f2 e4e3,848
0E6jd,1r1qk2r/2pb2p1/2n2b1p/2P4B/2Q1P3/3P4/3N1PPP/R4RK1 b - - 1 30,e8e7 c4f7,849
0EQJF,8/2p3p1/2k1r3/6R1/4p1P1/2P1BPK1/1n6/8 b - - 2 37,b2c4 g5c5 c6d6 c5c4,849
0b3FF,6k1/4R1pp/4p3/pp6/7P/5P1K/rr4P1/2R5 b - - 1 38,b2g2 c1c8,849
0x3of,1nk5/1p6/pKn5/P2Bp1p1/4P1Pp/2B4P/2P5/8 w - - 10 39,c3d2 b8d7,849
